Matricula,Turno,Estado,Modalidad,Estado2,Adeudo,Divisa,TotalAdeudo
10226362,Matutino,Activo,Maestria,MATRICULADO,170.8,1,170.8
10226396,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10226489,Matutino,Activo,Maestria,MATRICULADO,3136,1,3136
10226526,Matutino,Activo,Maestria,MATRICULADO,4003,1,4003
10226704,Matutino,Activo,Maestria,MATRICULADO,3136,1,3136
10226711,Matutino,Activo,Maestria,MATRICULADO,22915,1,22915
10226826,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10226830,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10226855,Matutino,Activo,Maestria,MATRICULADO,2312,1,2312
10226950,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10226987,Matutino,Activo,Maestria,MATRICULADO,2576,1,2576
10226989,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10227065,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10227080,Matutino,Activo,Maestria,MATRICULADO,4562,1,4562
10227367,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10227403,Matutino,Activo,Maestria,MATRICULADO,5976,1,5976
10229007,Matutino,Activo,Maestria,MATRICULADO,2269,1,2269
10229818,Matutino,Activo,Maestria,MATRICULADO,3291,1,3291
10229865,Matutino,Activo,Maestria,MATRICULADO,2977,1,2977
10230470,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10233803,Matutino,Activo,Maestria,MATRICULADO,2017,1,2017
10235869,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
10236145,Matutino,Activo,Maestria,MATRICULADO,3465,1,3465
10236410,Matutino,Activo,Maestria,MATRICULADO,2888,1,2888
10236577,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
10236665,Matutino,Activo,Maestria,MATRICULADO,3081,1,3081
10237932,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
10238551,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
10238657,Matutino,Activo,Maestria,MATRICULADO,3123,1,3123
10239229,Matutino,Activo,Maestria,MATRICULADO,-600.5,1,-600.5
10240218,Matutino,Activo,Maestria,MATRICULADO,1796,1,1796
10240312,Matutino,Activo,Maestria,MATRICULADO,3350,1,3350
10240650,Matutino,Activo,Maestria,MATRICULADO,7530,1,7530
10241691,Matutino,Activo,Maestria,MATRICULADO,3892,1,3892
10242954,Matutino,Activo,Maestria,MATRICULADO,3350,1,3350
10242965,Matutino,Activo,Maestria,MATRICULADO,3257,1,3257
10243117,Matutino,Activo,Maestria,MATRICULADO,-2292,1,-2292
10243384,Matutino,Activo,Maestria,MATRICULADO,3900,1,3900
10243516,Matutino,Activo,Maestria,MATRICULADO,154.8,1,154.8
10244196,Matutino,Activo,Maestria,MATRICULADO,3900,1,3900
10244205,Matutino,Activo,Maestria,MATRICULADO,6758,1,6758
10244923,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10245460,Matutino,Activo,Maestria,MATRICULADO,3900,1,3900
10245831,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10246050,Matutino,Activo,Maestria,MATRICULADO,1070,1,1070
10246402,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10248734,Matutino,Activo,Maestria,MATRICULADO,1242,1,1242
10250599,Matutino,Activo,Maestria,MATRICULADO,3427,1,3427
10251204,Matutino,Activo,Maestria,MATRICULADO,-11223.2,1,-11223.2
10251574,Matutino,Activo,Maestria,MATRICULADO,3437,1,3437
10563944,Matutino,Activo,Maestria,MATRICULADO,3724,1,3724
20042476,Matutino,Activo,Master,MATRICULADO,14925,1,14925
20241014,Matutino,Activo,Master,MATRICULADO,3506,1,3506
20250255,Matutino,Activo,Master,MATRICULADO,8636,1,8636
10326281,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10322462,Matutino,Activo,Maestria,MATRICULADO,-1650,1,-1650
10299772,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10301527,Matutino,Activo,Maestria,MATRICULADO,1999,1,1999
10309467,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10311524,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10312816,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10313137,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10313242,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10313581,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10314040,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10314608,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10315100,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10315352,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10315956,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10316595,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10317363,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10319238,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10319249,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319302,Matutino,Activo,Maestria,MATRICULADO,-50039,1,-50039
10319563,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10319620,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10320197,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10320319,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10320588,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10320711,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321151,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10321182,Matutino,Activo,Maestria,MATRICULADO,0,1,0
10321254,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321649,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10321826,Matutino,Activo,Maestria,MATRICULADO,1760,1,1760
10321977,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322729,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322742,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322872,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10322888,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323480,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323607,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323620,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323630,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323761,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324014,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324179,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324375,Matutino,Activo,Maestria,MATRICULADO,2275,1,2275
10324541,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10325916,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10326940,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
20300135,Matutino,Activo,Master,MATRICULADO,350,1,350
20318631,Matutino,Activo,Master,MATRICULADO,2000,1,2000
20322710,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20323243,Matutino,Activo,Master,MATRICULADO,1760,1,1760
20323307,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20323439,Matutino,Activo,Master,MATRICULADO,2100,1,2100
10329739,Vespertino,Activo,Maestria,MATRICULADO,-1700,1,-1700
10331019,Vespertino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10330984,Vespertino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10329999,Vespertino,Activo,Maestria,MATRICULADO,-1760,1,-1760
20327668,Vespertino,Activo,Master,MATRICULADO,-1650,1,-1650
10328438,Vespertino,Activo,Maestria,MATRICULADO,-1650,1,-1650
10328065,Vespertino,Activo,Maestria,MATRICULADO,-3300,1,-3300
10013587,Vespertino,Activo,Maestria,MATRICULADO,450,1,450
10284435,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10309587,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10312729,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10313050,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10314186,Vespertino,Activo,Maestria,MATRICULADO,1675,1,1675
10314302,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10314304,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10314388,Vespertino,Activo,Maestria,MATRICULADO,1675,1,1675
10314440,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10314902,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10315661,Vespertino,Activo,Maestria,MATRICULADO,1001,1,1001
10315870,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10316767,Vespertino,Activo,Maestria,MATRICULADO,0,1,0
10316986,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10317982,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10319360,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10319406,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10319415,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10319428,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10319478,Vespertino,Activo,Maestria,MATRICULADO,1675,1,1675
10319717,Vespertino,Activo,Maestria,MATRICULADO,1500,1,1500
10319884,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10319900,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10319955,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10320098,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10320178,Vespertino,Activo,Maestria,MATRICULADO,2175,1,2175
10320313,Vespertino,Activo,Maestria,MATRICULADO,2000,1,2000
10320740,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10320756,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10321078,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10321320,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10322820,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10323785,Vespertino,Activo,Maestria,MATRICULADO,1760,1,1760
10325328,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10325642,Vespertino,Activo,Maestria,MATRICULADO,2100,1,2100
10326431,Vespertino,Activo,Maestria,MATRICULADO,100,1,100
10580209,Vespertino,Activo,Maestria,MATRICULADO,-68,1,-68
20317940,Vespertino,Activo,Master,MATRICULADO,2175,1,2175
20318263,Vespertino,Activo,Master,MATRICULADO,2000,1,2000
20319942,Vespertino,Activo,Master,MATRICULADO,2000,1,2000
20320106,Vespertino,Activo,Master,MATRICULADO,2000,1,2000
20320598,Vespertino,Activo,Master,MATRICULADO,2100,1,2100
20321053,Vespertino,Activo,Master,MATRICULADO,2100,1,2100
20572051,Vespertino,Activo,Master,MATRICULADO,1825,1,1825
10079453,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10288727,Matutino,Activo,Maestria,MATRICULADO,8744,1,8744
10298989,Matutino,Activo,Maestria,MATRICULADO,800,1,800
10301245,Matutino,Activo,Maestria,MATRICULADO,4275,1,4275
10302078,Matutino,Activo,Maestria,MATRICULADO,3897,1,3897
10302413,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10303055,Matutino,Activo,Maestria,MATRICULADO,3900,1,3900
10303846,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10304265,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10304569,Matutino,Activo,Maestria,MATRICULADO,4100,1,4100
10304716,Matutino,Activo,Maestria,MATRICULADO,4100,1,4100
10305095,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10305676,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10307497,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
20284772,Matutino,Activo,Master,MATRICULADO,2530,1,2530
20293342,Matutino,Activo,Master,MATRICULADO,2975,1,2975
20295864,Matutino,Activo,Master,MATRICULADO,2975,1,2975
20296690,Matutino,Activo,Master,MATRICULADO,7377,1,7377
20300085,Matutino,Activo,Master,MATRICULADO,7377,1,7377
20300868,Matutino,Activo,Master,MATRICULADO,2530,1,2530
20303580,Matutino,Activo,Master,MATRICULADO,2975,1,2975
20303683,Matutino,Activo,Master,MATRICULADO,8298,1,8298
20303794,Matutino,Activo,Master,MATRICULADO,2974,1,2974
20307637,Matutino,Activo,Master,MATRICULADO,2705,1,2705
20564051,Matutino,Activo,Master,MATRICULADO,8545,1,8545
20585491,Matutino,Activo,Master,MATRICULADO,2530,1,2530
10004937,Matutino,Activo,Maestria,MATRICULADO,600,1,600
10009670,Matutino,Activo,Maestria,MATRICULADO,4131,1,4131
10218787,Matutino,Activo,Maestria,MATRICULADO,-1454,1,-1454
10222880,Matutino,Activo,Maestria,MATRICULADO,6958,1,6958
10231142,Matutino,Activo,Maestria,MATRICULADO,3130,1,3130
10240953,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10251865,Matutino,Activo,Maestria,MATRICULADO,3574,1,3574
10262573,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10263822,Matutino,Activo,Maestria,MATRICULADO,3350,1,3350
10264371,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10265367,Matutino,Activo,Maestria,MATRICULADO,3750,1,3750
10265440,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10267523,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10267623,Matutino,Activo,Maestria,MATRICULADO,7014,1,7014
10268768,Matutino,Activo,Maestria,MATRICULADO,3699,1,3699
10268770,Matutino,Activo,Maestria,MATRICULADO,7015,1,7015
10269254,Matutino,Activo,Maestria,MATRICULADO,3699,1,3699
10270646,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
10271629,Matutino,Activo,Maestria,MATRICULADO,800,1,800
10271689,Matutino,Activo,Maestria,MATRICULADO,3743,1,3743
10271868,Matutino,Activo,Maestria,MATRICULADO,3899,1,3899
10272052,Matutino,Activo,Maestria,MATRICULADO,7308,1,7308
10272350,Matutino,Activo,Maestria,MATRICULADO,2510,1,2510
10273119,Matutino,Activo,Maestria,MATRICULADO,3899,1,3899
10273418,Matutino,Activo,Maestria,MATRICULADO,3719,1,3719
10274492,Matutino,Activo,Maestria,MATRICULADO,4074,1,4074
10274756,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10574230,Matutino,Activo,Maestria,MATRICULADO,3699,1,3699
20198195,Matutino,Activo,Master,MATRICULADO,3435,1,3435
10248804,Matutino,Activo,Maestria,MATRICULADO,-4165.5,1,-4165.5
10249103,Matutino,Activo,Maestria,MATRICULADO,2975,1,2975
10249280,Matutino,Activo,Maestria,MATRICULADO,2975,1,2975
10250342,Matutino,Activo,Maestria,MATRICULADO,1190,1,1190
10251796,Matutino,Activo,Maestria,MATRICULADO,1731,1,1731
10252069,Matutino,Activo,Maestria,MATRICULADO,3538,1,3538
10252447,Matutino,Activo,Maestria,MATRICULADO,2974,1,2974
10252626,Matutino,Activo,Maestria,MATRICULADO,2750,1,2750
10252969,Matutino,Activo,Maestria,MATRICULADO,-8797,1,-8797
10253449,Matutino,Activo,Maestria,MATRICULADO,6158,1,6158
10256178,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10563364,Matutino,Activo,Maestria,MATRICULADO,2997,1,2997
10004183,Matutino,Activo,Maestria,MATRICULADO,6216.84,1,6216.84
10005614,Matutino,Activo,Maestria,MATRICULADO,1036,1,1036
10038678,Matutino,Activo,Maestria,MATRICULADO,6934,1,6934
10045225,Matutino,Activo,Maestria,MATRICULADO,1893,1,1893
10046094,Matutino,Activo,Maestria,EGRESADO,-1124,1,-1124
10085418,Matutino,Activo,Maestria,MATRICULADO,2336,1,2336
10096454,Matutino,Activo,Maestria,MATRICULADO,10995,1,10995
10187701,Matutino,Activo,Maestria,MATRICULADO,13433,1,13433
10195284,Matutino,Activo,Maestria,MATRICULADO,2977,1,2977
10204736,Matutino,Activo,Maestria,MATRICULADO,3435,1,3435
10205392,Matutino,Activo,Maestria,MATRICULADO,2756,1,2756
10208715,Matutino,Activo,Maestria,MATRICULADO,-9975,1,-9975
10209286,Matutino,Activo,Maestria,EGRESADO,0,1,0
10216129,Matutino,Activo,Maestria,MATRICULADO,19024,1,19024
10218647,Matutino,Activo,Maestria,MATRICULADO,18508,1,18508
10222040,Matutino,Activo,Maestria,MATRICULADO,2977,1,2977
10222401,Matutino,Activo,Maestria,MATRICULADO,3930,1,3930
10222590,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10223802,Matutino,Activo,Maestria,MATRICULADO,1790,1,1790
10224312,Matutino,Activo,Maestria,MATRICULADO,2311,1,2311
10225231,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10227382,Matutino,Activo,Maestria,MATRICULADO,3079,1,3079
10234938,Matutino,Activo,Maestria,MATRICULADO,3124,1,3124
20024592,Matutino,Activo,Master,MATRICULADO,9532,1,9532
20025935,Matutino,Activo,Master,MATRICULADO,0,1,0
20038737,Matutino,Activo,Master,MATRICULADO,4477,1,4477
20043172,Matutino,Activo,Master,MATRICULADO,8714,1,8714
20046825,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20047753,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20075889,Matutino,Activo,Master,MATRICULADO,2536,1,2536
20097723,Matutino,Activo,Master,MATRICULADO,21737,1,21737
20198801,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20204185,Matutino,Activo,Master,MATRICULADO,-4.4,1,-4.4
20205434,Matutino,Activo,Master,MATRICULADO,2756,1,2756
20208293,Matutino,Activo,Master,MATRICULADO,5704.4,1,5704.4
20209108,Matutino,Activo,Master,MATRICULADO,2756,1,2756
20212147,Matutino,Activo,Master,MATRICULADO,10603,1,10603
20215641,Matutino,Activo,Master,MATRICULADO,2756,1,2756
20216431,Matutino,Activo,Master,MATRICULADO,20295,1,20295
20219686,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20219758,Matutino,Activo,Master,MATRICULADO,1004,1,1004
20221875,Matutino,Activo,Master,MATRICULADO,1977,1,1977
20222067,Matutino,Activo,Master,MATRICULADO,5954,1,5954
20223490,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20223621,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20224534,Matutino,Activo,Master,MATRICULADO,3308,1,3308
20226847,Matutino,Activo,Master,MATRICULADO,2308,1,2308
20227173,Matutino,Activo,Master,MATRICULADO,2756,1,2756
20227736,Matutino,Activo,Master,MATRICULADO,3308,1,3308
20228268,Matutino,Activo,Master,MATRICULADO,2536,1,2536
20228691,Matutino,Activo,Master,MATRICULADO,2536,1,2536
20229175,Matutino,Activo,Master,MATRICULADO,3175,1,3175
20229491,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20229720,Matutino,Activo,Master,MATRICULADO,2977,1,2977
20230390,Matutino,Activo,Master,MATRICULADO,14775,1,14775
20250050,Matutino,Activo,Master,MATRICULADO,2975,1,2975
280309022,Matutino,Activo,Maestria,MATRICULADO,-70408,0.026,-1830.608
200313104,Matutino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200319315,Matutino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200319381,Matutino,Activo,Maestria,MATRICULADO,332062,0.0052,1726.7224
200319586,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200320572,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200320893,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200321097,Matutino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200322180,Matutino,Activo,Maestria,MATRICULADO,-996188,0.0052,-5180.1776
200322721,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200322931,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200323631,Matutino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200323982,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200324417,Matutino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200324512,Matutino,Activo,Maestria,MATRICULADO,-996188,0.0052,-5180.1776
200324620,Matutino,Activo,Maestria,MATRICULADO,407664,0.0052,2119.8528
200324897,Matutino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200325927,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200326085,Matutino,Activo,Maestria,MATRICULADO,-1111812,0.0052,-5781.4224
200326250,Matutino,Activo,Maestria,MATRICULADO,-1482416,0.0052,-7708.5632
200326630,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200326656,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200327737,Matutino,Activo,Maestria,MATRICULADO,498094,0.0052,2590.0888
200327932,Matutino,Activo,Maestria,MATRICULADO,365269,0.0052,1899.3988
200326796,Matutino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
200327057,Matutino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
200327068,Matutino,Activo,Maestria,MATRICULADO,-407664,0.0052,-2119.8528
200329780,Matutino,Activo,Maestria,MATRICULADO,-365269,0.0052,-1899.3988
320325631,Matutino,Activo,Maestria,MATRICULADO,-7481,0.35,-2618.35
290311450,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290312432,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290313535,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290314298,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290314524,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290315272,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290315368,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290316088,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290316247,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290316521,Matutino,Activo,Maestria,MATRICULADO,0,19.88,0
290316529,Matutino,Activo,Maestria,MATRICULADO,0,19.88,0
290316626,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290316900,Matutino,Activo,Maestria,MATRICULADO,0,19.88,0
290317640,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290317709,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290317941,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290318240,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290320980,Matutino,Activo,Maestria,MATRICULADO,170,19.88,3379.6
290321521,Matutino,Activo,Maestria,MATRICULADO,214,19.88,4254.32
290322454,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290322796,Matutino,Activo,Maestria,MATRICULADO,212,19.88,4214.56
290323906,Matutino,Activo,Maestria,MATRICULADO,212,19.88,4214.56
290325339,Matutino,Activo,Maestria,MATRICULADO,252,19.88,5009.76
240267096,Matutino,Activo,Maestria,MATRICULADO,452,5.07,2291.64
240311636,Matutino,Activo,Maestria,MATRICULADO,259,5.07,1313.13
240327645,Matutino,Activo,Maestria,MATRICULADO,400,5.07,2028
300325422,Matutino,Activo,Maestria,MATRICULADO,199,19.88,3956.12
